team_api_id,buildUpPlaySpeed,buildUpPlaySpeedClass,defencePressure,defencePressureClass
8581,62,Balanced,36,Medium
9989,48,Balanced,46,Medium
9989,69,Fast,45,Medium
9989,69,Fast,38,Medium
9989,69,Fast,38,Medium
9989,69,Fast,38,Medium
8639,70,Fast,55,Medium
8639,65,Balanced,55,Medium
8639,34,Balanced,58,Medium
8639,34,Balanced,47,Medium
8639,45,Balanced,59,Medium
8639,45,Balanced,59,Medium
8650,50,Balanced,40,Medium
8650,60,Balanced,55,Medium
8650,60,Balanced,50,Medium
8650,39,Balanced,59,Medium
8650,71,Fast,51,Medium
8650,66,Balanced,51,Medium
8537,30,Slow,30,Deep
8537,65,Balanced,45,Medium
8537,50,Balanced,35,Medium
8537,58,Balanced,58,Medium
8537,58,Balanced,29,Deep
8537,58,Balanced,31,Deep
8244,63,Balanced,37,Medium
8244,66,Balanced,32,Deep
8244,66,Balanced,32,Deep
8244,66,Balanced,36,Medium
9994,60,Balanced,65,Medium
9994,66,Balanced,48,Medium
9994,67,Fast,45,Medium
9994,67,Fast,45,Medium
9994,62,Balanced,45,Medium
9994,62,Balanced,45,Medium
8689,45,Balanced,70,High
8689,35,Balanced,55,Medium
8689,60,Balanced,43,Medium
8689,60,Balanced,43,Medium
8689,60,Balanced,43,Medium
8689,57,Balanced,51,Medium
10199,45,Balanced,40,Medium
10199,48,Balanced,56,Medium
10199,46,Balanced,48,Medium
10199,46,Balanced,48,Medium
10199,63,Balanced,48,Medium
10199,63,Balanced,48,Medium
9748,60,Balanced,70,High
9748,65,Balanced,45,Medium
9748,49,Balanced,46,Medium
9748,49,Balanced,46,Medium
9748,49,Balanced,46,Medium
9748,49,Balanced,46,Medium
9905,45,Balanced,50,Medium
9905,65,Balanced,57,Medium
9905,68,Fast,52,Medium
9905,66,Balanced,48,Medium
9905,67,Fast,53,Medium
9905,60,Balanced,55,Medium
9864,60,Balanced,45,Medium
9864,58,Balanced,45,Medium
9864,41,Balanced,64,Medium
9864,45,Balanced,64,Medium
9864,45,Balanced,64,Medium
9864,42,Balanced,47,Medium
8661,40,Balanced,45,Medium
8661,53,Balanced,47,Medium
8661,58,Balanced,59,Medium
8661,62,Balanced,59,Medium
8661,62,Balanced,59,Medium
8661,62,Balanced,59,Medium
8456,70,Fast,45,Medium
8456,70,Fast,65,Medium
8456,45,Balanced,50,Medium
8456,36,Balanced,42,Medium
8456,59,Balanced,42,Medium
8456,59,Balanced,48,Medium
10260,70,Fast,40,Medium
10260,65,Balanced,45,Medium
10260,46,Balanced,40,Medium
10260,46,Balanced,49,Medium
10260,46,Balanced,42,Medium
10260,38,Balanced,54,Medium
10212,30,Slow,30,Deep
10212,30,Slow,49,Medium
10212,38,Balanced,38,Medium
10212,38,Balanced,38,Medium
10212,67,Fast,37,Medium
10212,61,Balanced,38,Medium
8592,55,Balanced,65,Medium
8592,65,Balanced,55,Medium
8592,48,Balanced,44,Medium
8592,48,Balanced,44,Medium
8592,51,Balanced,48,Medium
8592,51,Balanced,48,Medium
8550,50,Balanced,30,Deep
8550,65,Balanced,35,Medium
8550,50,Balanced,46,Medium
8550,55,Balanced,46,Medium
8550,55,Balanced,39,Medium
8549,70,Fast,30,Deep
8549,66,Balanced,54,Medium
8549,60,Balanced,38,Medium
8549,60,Balanced,38,Medium
8549,60,Balanced,38,Medium
8549,60,Balanced,38,Medium
9829,35,Balanced,70,High
9829,65,Balanced,35,Medium
9829,52,Balanced,35,Medium
9829,52,Balanced,35,Medium
9829,52,Balanced,35,Medium
9829,52,Balanced,56,Medium
9998,50,Balanced,46,Medium
9998,50,Balanced,46,Medium
9998,55,Balanced,46,Medium
10249,35,Balanced,70,High
10249,50,Balanced,35,Medium
10249,52,Balanced,34,Medium
10249,52,Balanced,34,Medium
10249,52,Balanced,53,Medium
10249,54,Balanced,53,Medium
8348,38,Balanced,44,Medium
8348,38,Balanced,44,Medium
9927,70,Fast,60,Medium
9927,48,Balanced,47,Medium
9927,70,Fast,38,Medium
9927,67,Fast,39,Medium
9927,70,Fast,41,Medium
9927,64,Balanced,37,Medium
274581,50,Balanced,45,Medium
9996,50,Balanced,45,Medium
9996,50,Balanced,45,Medium
9761,30,Slow,30,Deep
9761,33,Slow,42,Medium
9761,40,Balanced,43,Medium
9761,58,Balanced,43,Medium
9761,46,Balanced,43,Medium
9761,45,Balanced,36,Medium
10214,45,Balanced,30,Deep
10214,47,Balanced,35,Medium
10214,41,Balanced,49,Medium
10214,41,Balanced,49,Medium
10214,41,Balanced,42,Medium
10214,65,Balanced,42,Medium
8481,65,Balanced,70,High
8481,35,Balanced,35,Medium
8481,49,Balanced,43,Medium
8481,49,Balanced,43,Medium
8481,49,Balanced,43,Medium
8481,49,Balanced,43,Medium
9830,55,Balanced,30,Deep
9830,50,Balanced,45,Medium
9830,46,Balanced,47,Medium
9830,46,Balanced,47,Medium
9830,63,Balanced,47,Medium
9830,63,Balanced,39,Medium
9809,30,Slow,30,Deep
9809,50,Balanced,45,Medium
8464,32,Slow,30,Deep
8464,47,Balanced,33,Deep
8464,46,Balanced,45,Medium
8464,46,Balanced,45,Medium
8464,49,Balanced,40,Medium
10261,70,Fast,45,Medium
10261,55,Balanced,45,Medium
10261,54,Balanced,52,Medium
10261,58,Balanced,41,Medium
10261,54,Balanced,56,Medium
10261,58,Balanced,41,Medium
9831,70,Fast,70,High
9831,50,Balanced,45,Medium
9831,48,Balanced,26,Deep
9831,48,Balanced,56,Medium
9831,48,Balanced,56,Medium
9831,48,Balanced,57,Medium
9850,65,Balanced,60,Medium
9850,49,Balanced,34,Medium
9850,63,Balanced,40,Medium
9850,70,Fast,40,Medium
9850,45,Balanced,40,Medium
9850,45,Balanced,38,Medium
6269,53,Balanced,60,Medium
6269,55,Balanced,35,Medium
6269,66,Balanced,36,Medium
6269,66,Balanced,36,Medium
8165,45,Balanced,55,Medium
8165,45,Balanced,55,Medium
8165,44,Balanced,30,Deep
8165,46,Balanced,39,Medium
8165,46,Balanced,51,Medium
8165,46,Balanced,30,Deep
8388,55,Balanced,30,Deep
8388,71,Fast,40,Medium
8388,44,Balanced,50,Medium
8388,44,Balanced,50,Medium
8388,44,Balanced,50,Medium
8388,44,Balanced,50,Medium
8242,30,Slow,70,High
2033,45,Balanced,50,Medium
2033,65,Balanced,50,Medium
2033,45,Balanced,37,Medium
2033,45,Balanced,37,Medium
2033,45,Balanced,37,Medium
8573,52,Balanced,42,Medium
8573,52,Balanced,42,Medium
8371,35,Balanced,30,Deep
8371,55,Balanced,48,Medium
8371,34,Balanced,47,Medium
8371,38,Balanced,47,Medium
8371,38,Balanced,47,Medium
8371,38,Balanced,47,Medium
1773,52,Balanced,43,Medium
1773,52,Balanced,43,Medium
1773,52,Balanced,43,Medium
6403,30,Slow,30,Deep
6403,50,Balanced,45,Medium
6403,38,Balanced,36,Medium
6403,50,Balanced,36,Medium
6403,38,Balanced,36,Medium
6403,63,Balanced,36,Medium
8460,70,Fast,30,Deep
8460,52,Balanced,36,Medium
8460,67,Fast,33,Deep
8460,67,Fast,40,Medium
8460,73,Fast,33,Deep
8460,67,Fast,25,Deep
8540,63,Balanced,45,Medium
8540,65,Balanced,35,Medium
8540,60,Balanced,45,Medium
8540,66,Balanced,43,Medium
8540,66,Balanced,43,Medium
8540,66,Balanced,44,Medium
9847,50,Balanced,70,High
9847,35,Balanced,45,Medium
9847,49,Balanced,49,Medium
9847,49,Balanced,49,Medium
9847,49,Balanced,57,Medium
9847,49,Balanced,57,Medium
10167,30,Slow,45,Medium
10167,50,Balanced,45,Medium
10167,45,Balanced,45,Medium
10167,48,Balanced,39,Medium
10167,48,Balanced,54,Medium
10167,48,Balanced,43,Medium
8426,48,Balanced,47,Medium
8426,48,Balanced,46,Medium
6413,47,Balanced,46,Medium
6413,57,Balanced,58,Medium
6413,45,Balanced,58,Medium
6547,54,Balanced,40,Medium
9878,50,Balanced,35,Medium
9878,65,Balanced,45,Medium
9878,55,Balanced,44,Medium
9878,64,Balanced,26,Deep
9878,64,Balanced,39,Medium
8028,30,Slow,65,Medium
8028,30,Slow,32,Deep
8028,64,Balanced,36,Medium
8028,64,Balanced,36,Medium
8033,54,Balanced,47,Medium
8033,54,Balanced,47,Medium
8033,72,Fast,29,Deep
8033,68,Fast,29,Deep
8023,67,Fast,47,Medium
8023,50,Balanced,50,Medium
8023,50,Balanced,57,Medium
8031,30,Slow,60,Medium
8031,46,Balanced,53,Medium
2183,30,Slow,55,Medium
2183,33,Slow,55,Medium
2183,34,Balanced,31,Deep
2183,34,Balanced,57,Medium
8462,70,Fast,40,Medium
8462,36,Balanced,36,Medium
8462,64,Balanced,49,Medium
8462,68,Fast,49,Medium
8462,59,Balanced,39,Medium
8462,59,Balanced,39,Medium
8640,30,Slow,30,Deep
8640,63,Balanced,57,Medium
8640,33,Slow,43,Medium
8640,54,Balanced,43,Medium
8640,67,Fast,50,Medium
8640,67,Fast,40,Medium
10172,70,Fast,70,High
10172,51,Balanced,44,Medium
10172,57,Balanced,42,Medium
10172,58,Balanced,49,Medium
10172,52,Balanced,50,Medium
10172,30,Slow,50,Medium
8696,45,Balanced,45,Medium
8696,53,Balanced,47,Medium
8696,43,Balanced,50,Medium
8696,47,Balanced,50,Medium
8696,48,Balanced,51,Medium
8548,65,Balanced,60,Medium
8548,51,Balanced,46,Medium
8548,45,Balanced,48,Medium
8548,55,Balanced,48,Medium
8548,45,Balanced,48,Medium
8548,45,Balanced,48,Medium
8370,40,Balanced,30,Deep
8370,53,Balanced,58,Medium
8370,41,Balanced,63,Medium
8370,45,Balanced,63,Medium
8370,45,Balanced,63,Medium
8370,29,Slow,54,Medium
9798,70,Fast,70,High
9798,49,Balanced,49,Medium
9798,49,Balanced,49,Medium
9798,49,Balanced,39,Medium
9798,44,Balanced,58,Medium
9798,44,Balanced,51,Medium
8603,45,Balanced,50,Medium
8603,37,Balanced,42,Medium
8603,55,Balanced,58,Medium
8603,59,Balanced,58,Medium
8603,59,Balanced,58,Medium
8603,59,Balanced,58,Medium
8633,55,Balanced,65,Medium
8633,54,Balanced,68,High
8633,45,Balanced,49,Medium
8633,50,Balanced,39,Medium
8633,50,Balanced,39,Medium
8633,50,Balanced,52,Medium
8560,40,Balanced,45,Medium
8560,54,Balanced,49,Medium
8560,24,Slow,48,Medium
8560,28,Slow,48,Medium
8560,35,Balanced,48,Medium
8560,60,Balanced,49,Medium
8479,50,Balanced,35,Medium
8479,45,Balanced,39,Medium
8479,41,Balanced,40,Medium
8479,41,Balanced,40,Medium
8479,41,Balanced,40,Medium
8479,37,Balanced,40,Medium
8690,55,Balanced,40,Medium
8690,55,Balanced,40,Medium
8690,50,Balanced,35,Medium
8690,52,Balanced,38,Medium
8690,52,Balanced,38,Medium
9837,35,Balanced,45,Medium
9837,61,Balanced,33,Deep
9837,61,Balanced,33,Deep
9837,48,Balanced,33,Deep
9837,48,Balanced,33,Deep
9851,50,Balanced,70,High
9851,65,Balanced,55,Medium
9851,64,Balanced,46,Medium
9851,64,Balanced,46,Medium
9851,64,Balanced,46,Medium
9851,64,Balanced,46,Medium
7841,30,Slow,30,Deep
7841,50,Balanced,45,Medium
7841,36,Balanced,39,Medium
7841,36,Balanced,39,Medium
7841,66,Balanced,39,Medium
7841,66,Balanced,39,Medium
10219,30,Slow,50,Medium
10219,47,Balanced,41,Medium
10219,47,Balanced,29,Deep
10219,57,Balanced,31,Deep
8551,35,Balanced,40,Medium
8551,50,Balanced,40,Medium
8551,45,Balanced,45,Medium
8551,47,Balanced,37,Medium
8551,47,Balanced,44,Medium
9803,30,Slow,30,Deep
9803,65,Balanced,48,Medium
9803,55,Balanced,47,Medium
9803,42,Balanced,47,Medium
9803,43,Balanced,39,Medium
9999,65,Balanced,65,Medium
8686,70,Fast,55,Medium
8686,64,Balanced,46,Medium
8686,60,Balanced,35,Medium
8686,53,Balanced,49,Medium
8686,67,Fast,36,Medium
8686,68,Fast,36,Medium
8649,35,Balanced,40,Medium
8649,34,Balanced,39,Medium
8649,45,Balanced,36,Medium
1601,30,Slow,65,Medium
1601,48,Balanced,46,Medium
1601,53,Balanced,43,Medium
1601,53,Balanced,43,Medium
1601,53,Balanced,43,Medium
1601,47,Balanced,43,Medium
9853,65,Balanced,30,Deep
9853,65,Balanced,35,Medium
9853,49,Balanced,35,Medium
9853,49,Balanced,35,Medium
9853,58,Balanced,35,Medium
9853,58,Balanced,48,Medium
9882,60,Balanced,50,Medium
9882,50,Balanced,35,Medium
9882,35,Balanced,45,Medium
9882,36,Balanced,50,Medium
9882,36,Balanced,54,Medium
9882,36,Balanced,50,Medium
7943,30,Slow,30,Deep
7943,50,Balanced,45,Medium
7943,50,Balanced,35,Medium
7943,57,Balanced,38,Medium
7943,57,Balanced,54,Medium
7943,57,Balanced,38,Medium
7794,40,Balanced,70,High
7794,50,Balanced,44,Medium
7794,50,Balanced,44,Medium
7794,67,Fast,39,Medium
7794,61,Balanced,44,Medium
10228,35,Balanced,30,Deep
10228,49,Balanced,58,Medium
10228,67,Fast,45,Medium
10228,47,Balanced,46,Medium
10228,53,Balanced,46,Medium
10228,54,Balanced,46,Medium
10189,65,Balanced,70,High
10189,63,Balanced,37,Medium
10189,50,Balanced,43,Medium
10189,60,Balanced,45,Medium
10189,39,Balanced,51,Medium
10189,58,Balanced,55,Medium
9777,30,Slow,55,Medium
9777,48,Balanced,49,Medium
9777,48,Balanced,49,Medium
8302,30,Slow,60,Medium
8302,68,Fast,57,Medium
8302,61,Balanced,38,Medium
8302,65,Balanced,38,Medium
8302,65,Balanced,38,Medium
8302,53,Balanced,42,Medium
10179,35,Balanced,35,Medium
10179,47,Balanced,41,Medium
10179,61,Balanced,45,Medium
10179,61,Balanced,45,Medium
10179,61,Balanced,45,Medium
10179,61,Balanced,45,Medium
8025,30,Slow,60,Medium
8025,47,Balanced,48,Medium
8025,65,Balanced,24,Deep
8025,65,Balanced,30,Deep
8025,47,Balanced,37,Medium
8025,50,Balanced,45,Medium
9874,66,Balanced,65,Medium
9874,50,Balanced,45,Medium
9874,63,Balanced,54,Medium
9874,63,Balanced,54,Medium
9874,63,Balanced,54,Medium
9874,63,Balanced,54,Medium
8466,70,Fast,70,High
8466,52,Balanced,43,Medium
8466,47,Balanced,48,Medium
8466,47,Balanced,57,Medium
8466,47,Balanced,62,Medium
8466,52,Balanced,50,Medium
8614,35,Balanced,30,Deep
9986,40,Balanced,70,High
9986,47,Balanced,49,Medium
9986,60,Balanced,42,Medium
9986,60,Balanced,42,Medium
9986,60,Balanced,39,Medium
9768,30,Slow,30,Deep
9768,50,Balanced,55,Medium
9768,53,Balanced,52,Medium
9768,53,Balanced,52,Medium
9768,55,Balanced,60,Medium
9768,57,Balanced,60,Medium
9869,70,Fast,70,High
9869,68,Fast,58,Medium
9869,51,Balanced,36,Medium
9869,55,Balanced,36,Medium
9869,55,Balanced,36,Medium
9869,55,Balanced,45,Medium
9875,70,Fast,50,Medium
9875,50,Balanced,50,Medium
9875,60,Balanced,45,Medium
9875,68,Fast,44,Medium
9875,72,Fast,61,Medium
9875,53,Balanced,47,Medium
10190,35,Balanced,50,Medium
10190,47,Balanced,49,Medium
10190,52,Balanced,40,Medium
10190,52,Balanced,40,Medium
10190,52,Balanced,40,Medium
9800,70,Fast,60,Medium
9800,48,Balanced,43,Medium
9800,60,Balanced,50,Medium
9800,42,Balanced,53,Medium
9800,58,Balanced,50,Medium
9800,38,Balanced,60,Medium
8152,60,Balanced,60,Medium
8152,60,Balanced,49,Medium
8152,53,Balanced,49,Medium
8152,53,Balanced,49,Medium
8152,53,Balanced,46,Medium
8152,52,Balanced,39,Medium
8467,70,Fast,30,Deep
8467,67,Fast,33,Deep
8467,57,Balanced,42,Medium
8467,60,Balanced,44,Medium
8467,56,Balanced,40,Medium
8467,62,Balanced,37,Medium
9997,50,Balanced,50,Medium
9997,53,Balanced,46,Medium
9997,52,Balanced,32,Deep
9985,53,Balanced,70,High
9985,68,Fast,59,Medium
9985,75,Fast,45,Medium
9985,54,Balanced,45,Medium
9985,54,Balanced,45,Medium
9985,54,Balanced,45,Medium
10194,65,Balanced,35,Medium
10194,50,Balanced,25,Deep
10194,75,Fast,50,Medium
10194,75,Fast,32,Deep
10194,48,Balanced,38,Medium
10194,48,Balanced,44,Medium
8472,60,Balanced,35,Medium
8472,55,Balanced,45,Medium
8472,67,Fast,47,Medium
8472,57,Balanced,47,Medium
8472,60,Balanced,41,Medium
8472,43,Balanced,47,Medium
10003,65,Balanced,70,High
10003,66,Balanced,44,Medium
10003,26,Slow,48,Medium
10003,41,Balanced,52,Medium
10003,63,Balanced,51,Medium
10003,45,Balanced,31,Deep
9867,30,Slow,50,Medium
9867,56,Balanced,57,Medium
9867,56,Balanced,52,Medium
9867,56,Balanced,52,Medium
10191,51,Balanced,37,Medium
10191,58,Balanced,47,Medium
10191,58,Balanced,47,Medium
10191,58,Balanced,47,Medium
10191,58,Balanced,47,Medium
9804,45,Balanced,45,Medium
9804,45,Balanced,45,Medium
9804,50,Balanced,35,Medium
9804,71,Fast,39,Medium
9804,76,Fast,39,Medium
9804,69,Fast,39,Medium
8586,70,Fast,50,Medium
8586,60,Balanced,30,Deep
8586,44,Balanced,43,Medium
8586,42,Balanced,63,Medium
8586,41,Balanced,58,Medium
8586,47,Balanced,63,Medium
9941,35,Balanced,30,Deep
9941,65,Balanced,35,Medium
9941,49,Balanced,36,Medium
9941,49,Balanced,36,Medium
9941,49,Balanced,36,Medium
9941,49,Balanced,36,Medium
10242,35,Balanced,45,Medium
10242,49,Balanced,43,Medium
10242,49,Balanced,43,Medium
10242,49,Balanced,43,Medium
10242,49,Balanced,43,Medium
8611,30,Slow,30,Deep
8611,55,Balanced,61,Medium
8611,25,Slow,62,Medium
8611,35,Balanced,34,Medium
8611,38,Balanced,44,Medium
8611,48,Balanced,44,Medium
8600,64,Balanced,35,Medium
8600,70,Fast,44,Medium
8600,75,Fast,45,Medium
8600,78,Fast,40,Medium
8600,71,Fast,40,Medium
8600,68,Fast,40,Medium
9771,50,Balanced,50,Medium
9771,50,Balanced,50,Medium
9771,36,Balanced,53,Medium
10267,30,Slow,55,Medium
10267,41,Balanced,40,Medium
10267,20,Slow,51,Medium
10267,20,Slow,51,Medium
10267,30,Slow,51,Medium
10267,35,Balanced,49,Medium
9873,60,Balanced,30,Deep
9873,65,Balanced,45,Medium
9873,49,Balanced,43,Medium
9873,49,Balanced,43,Medium
9873,49,Balanced,47,Medium
9873,49,Balanced,47,Medium
10281,55,Balanced,30,Deep
10281,54,Balanced,43,Medium
10281,55,Balanced,51,Medium
10281,55,Balanced,51,Medium
10281,55,Balanced,51,Medium
10281,43,Balanced,47,Medium
9876,50,Balanced,45,Medium
9876,58,Balanced,47,Medium
9876,63,Balanced,31,Deep
9876,57,Balanced,47,Medium
10269,70,Fast,65,Medium
10269,64,Balanced,45,Medium
10269,50,Balanced,47,Medium
10269,59,Balanced,47,Medium
10269,54,Balanced,46,Medium
10269,59,Balanced,41,Medium
10205,64,Balanced,65,Medium
10205,42,Balanced,50,Medium
10205,20,Slow,51,Medium
10205,24,Slow,51,Medium
10205,35,Balanced,51,Medium
10205,48,Balanced,47,Medium
8277,35,Balanced,30,Deep
8277,33,Slow,55,Medium
8277,37,Balanced,42,Medium
8277,37,Balanced,42,Medium
8277,53,Balanced,42,Medium
8277,57,Balanced,60,Medium
7844,30,Slow,30,Deep
7844,65,Balanced,55,Medium
7844,40,Balanced,50,Medium
7844,40,Balanced,50,Medium
7844,40,Balanced,37,Medium
7844,40,Balanced,37,Medium
10238,30,Slow,30,Deep
10238,50,Balanced,35,Medium
10238,56,Balanced,37,Medium
10238,56,Balanced,37,Medium
10238,56,Balanced,37,Medium
10238,58,Balanced,37,Medium
9839,50,Balanced,50,Medium
9839,50,Balanced,38,Medium
9839,41,Balanced,46,Medium
9839,41,Balanced,29,Deep
8475,62,Balanced,30,Deep
8475,38,Balanced,25,Deep
8475,38,Balanced,27,Deep
9817,70,Fast,70,High
9817,64,Balanced,44,Medium
9817,66,Balanced,48,Medium
9817,67,Fast,38,Medium
9817,61,Balanced,38,Medium
9817,61,Balanced,38,Medium
8697,70,Fast,70,High
8697,64,Balanced,64,Medium
8697,54,Balanced,49,Medium
8697,68,Fast,60,Medium
8697,40,Balanced,40,Medium
8697,56,Balanced,63,Medium
8659,65,Balanced,70,High
8659,60,Balanced,35,Medium
8659,48,Balanced,38,Medium
8659,55,Balanced,33,Deep
8659,55,Balanced,41,Medium
8659,62,Balanced,41,Medium
8654,58,Balanced,30,Deep
8654,35,Balanced,45,Medium
8654,63,Balanced,30,Deep
8654,72,Fast,30,Deep
8654,72,Fast,30,Deep
8654,77,Fast,30,Deep
10001,45,Balanced,70,High
10001,34,Balanced,48,Medium
10001,52,Balanced,48,Medium
10001,52,Balanced,48,Medium
8024,63,Balanced,37,Medium
8024,66,Balanced,32,Deep
8024,66,Balanced,32,Deep
8024,66,Balanced,36,Medium
8528,70,Fast,35,Medium
8528,35,Balanced,45,Medium
8528,38,Balanced,40,Medium
8528,38,Balanced,56,Medium
8528,51,Balanced,62,Medium
8528,51,Balanced,62,Medium
8525,35,Balanced,30,Deep
8525,72,Fast,28,Deep
8525,48,Balanced,43,Medium
8525,51,Balanced,43,Medium
10265,40,Balanced,70,High
10265,67,Fast,58,Medium
10265,25,Slow,60,Medium
10265,30,Slow,60,Medium
10265,47,Balanced,60,Medium
10265,33,Slow,62,Medium
8721,65,Balanced,45,Medium
8721,65,Balanced,58,Medium
8721,54,Balanced,38,Medium
8721,58,Balanced,64,Medium
8721,58,Balanced,59,Medium
8721,68,Fast,66,Medium
8602,70,Fast,70,High
8602,55,Balanced,45,Medium
8602,67,Fast,48,Medium
8602,63,Balanced,42,Medium
8602,47,Balanced,47,Medium
8602,46,Balanced,47,Medium
7955,60,Balanced,50,Medium
7955,54,Balanced,49,Medium
7955,49,Balanced,34,Medium
9868,30,Slow,45,Medium
9868,40,Balanced,46,Medium
9868,60,Balanced,49,Medium
9868,60,Balanced,49,Medium
10192,55,Balanced,55,Medium
10192,60,Balanced,48,Medium
10192,52,Balanced,44,Medium
10192,52,Balanced,44,Medium
10192,52,Balanced,44,Medium
10192,52,Balanced,44,Medium
8021,55,Balanced,70,High
8021,54,Balanced,47,Medium
8021,33,Slow,58,Medium
8021,33,Slow,58,Medium
8021,33,Slow,58,Medium
8394,30,Slow,40,Medium
8394,43,Balanced,38,Medium
8394,34,Balanced,51,Medium
8394,38,Balanced,51,Medium
8394,38,Balanced,51,Medium
8394,52,Balanced,48,Medium
8027,54,Balanced,44,Medium
8027,54,Balanced,44,Medium
10000,65,Balanced,70,High
10000,52,Balanced,46,Medium
10000,54,Balanced,44,Medium
10000,54,Balanced,44,Medium
10000,54,Balanced,44,Medium
10000,54,Balanced,44,Medium
